Library,Composer,Arranger,Title,Drawer,Envelope,Copies,Type,Publisher,PerformanceDate,PlayingTime,Score,Comments
Marching Band,Tarver,,Hills of Romain,16,3-188,,,Belwin,,,,
Marching Band,Tarver,,Northern Pass,Wksh 15,3-121,,Overture,Pro-Art,,,,
Marching Band,"Tarver, James",,Northern Pass,Wksh 15,3-121,,,Pro-Art,,,,
Marching Band,Taylor,,Drum Major,5,2-39,,March,Barnhouse,,,,
Marching Band,Taylor,,Salmon derby,10,2-357,,,Taylor,,,,
Marching Band,Taylor,,Trombones on parade,7,2-148,,march,Barnhouse,,,,
Marching Band,"Taylor, John","Nowak, Jerry",Boy From New York City,12,2-498,,,Trio Music,,,,
Marching Band,"Taylor, Priscilla",,Holiday for Youth,17,3-223,,,Bourne,,4:00,Full,
Marching Band,"Telemann, Georg Phillip","Gordon, Phillip",Beau Gallant,Wksh 18,3-247,,Workshop,"Shapiro, Bernstein, & Co",,,Full & Cond,
Marching Band,"Thielman, Ronald",,Burst of Stars,17,3-228,,Concert March,Bourne,,,,
Marching Band,"Thielman, Ronald",,Night Wind,16,3-170,,,Bourne,,,Full,
Marching Band,Thomas,Leonard,Melancholy Me,8,2-225,,Pop,Leonard,,,,
Marching Band,Thomas,Warrington,Spinning wheel,11,2-468,,Marching band,Amino,,,,
Marching Band,Thomas,,On Shawnee Road,6,2-102,,Overture,Kjos,,,,
Marching Band,Thomas,,Rocket,6,2-118,,March,Kjos,,,,
Marching Band,Tilzer,Briegel,I want a girl,7,2-172,,Old fav.,Briegel,,,,
Marching Band,Tilzer,Gemberung,Take me out to the ball game,7,2-138,,,Broadcast,,,,
Marching Band,Tilzer,Leonard,I want a girl,8,2-222,,Pop,Leonard,,,,
Marching Band,Tilzer,Leonard,My Little Girl,8,2-212,,Pop,Leonard,,,,
Marching Band,Tilzer,Leonard,Wait 'till the sun Shines nellie,8,2-218,,Pop,Leonard,,,,
Marching Band,Tobias-Simon,"Bennett, David","Little Majorette, the",6,2-78,,March,Bourne,,,,
Marching Band,Tonning,,We sing of Idaho,9,2-302,,,MS,,,,
Marching Band,"Tosti, E.P.",Laurendeau,Preghieia,1,1-40,,Prayer,Fischer,,,,"Cornet, baritone or trombone sole"
Marching Band,Tschaikowsky,Erickson,Chanson Triste,16,3-158,,,Belwin,,,,
Marching Band,Tschaikowsky,Erickson,Romeo & juliet,16,3-195,,,Belwin,,,,Love theme
Marching Band,Turlet,Seredy,French National Defile,5,2-45,,March,Fischer,,,,
Marching Band,Unknown,,Day break,9,2-287,,,,,,,
Marching Band,Unknown,,"Pregame #1-Rhapsody in Blue /N.Y, N.Y",9,2-332,,,,,,,
Marching Band,Unknown,,Rocky,10,2-402,,,,,,,
Marching Band,Unknown,,Steal Away,9,2-279,,,,,,,
Marching Band,Unknown,,Sweet Charity,11,2-491,,,,,,,
Marching Band,Unknown,,Warm up #1,10,2-391,,,,,,,
Marching Band,Unkown,,American salute,9,2-290,,,,,,,
Marching Band,Unkown,,Go Falcons,9,2-297,,Air force song,MS,,,,
Marching Band,Unkown,,Hit the line! Montana (M. state),8,2-231,,,MS,,,,Incomplete
Marching Band,Unkown,,Home Sweet Home,8,2-238,,,MS,,,,
Marching Band,Unkown,,Intro,11,2-471,,,,,,,
Marching Band,Unkown,,just one of those things,10,2-410,,,,,,,
Marching Band,Unkown,,Once Around life,10,2-413,,,,,,,
Marching Band,V.S. Seddy/M.matusousky,"Ball, K",Midnight in Moscow,9,2-313,,,,,,,
Marching Band,Van Auken & Cofield,,Swing Dings,cab 17,,,Pep band Folio,Leonard,,,,
Marching Band,VanderCook,,Cincinnatus,5,2-25,,March,Fillmore,,,,
Marching Band,Various,,Various Arrangements #3,12,2-531,,,,,,,Various Published arr.
Marching Band,Various,,Various arrangements #4,12,2-532,,,,,,,Various Published arr.
Marching Band,Varrall,,"Northern Overture, A",Wksh 14,3-57,,Overture- elem.,Boston,,,,
Marching Band,"Vaughan, Williams, R",,Sea Songs,10,2-374,,Quick march,Boosey & Hawkes,,,,
Marching Band,Ventre,,Wings of Victory,7,2-161,,March,Fox,,,,
Marching Band,Verralll,,Holiday Moods,Wksh 14,3-71,,Suite - elem.,Boston,,,,
Marching Band,Wagner,Barnard,Tannhauser march,7,2-139,,Processional March,Fischer,,,,
Marching Band,Wagner,Laurendeau,Under the double eagle,7,2-149,,March,Fischer,,,,
Marching Band,Walbridge,,Now I lay Me Down To Sleep,8,2-198,,Religious,Fischer,,,,
Marching Band,"Walker, Richard",,Levantine march,35,548,,March,Bourne,,,Full,
Marching Band,Ward,Waters,"America, the Beautiful",11,2-439,,,,,,,
Marching Band,"Washington, Harline","Cacavas, John",When you wish upon a star,9,2-333,,,Bourne,,,,
Marching Band,"Webb, J",McLin,By The Time I get to Phoenix,10,2-422,,,,,,,
Marching Band,Weber,Kilbert,Big Boy,Wksh 15,3-133,,Tuba & Band,Belwin,,,,
Marching Band,Weber,,Holiday in Serenade,15,3-102,,Training,Belwin,,,,
Marching Band,Weber,,Indian Princess,15,3-104,,Novelty,Belwin,,,,
Marching Band,Weber,,Junior Jump,15,3-105,,Training,Belwin,,,,
Marching Band,"wechter, julius",Alpert,Spanish Flea,10,2-378,,,Leonard,,,,
Marching Band,Whiting,Mays,Minnesota state Fair,6,2-92,,March,Fischer,,,,
Marching Band,Whitney,,Santa fe trail,Wksh 14,3-85,,Selection,Bourne,,,,
Marching Band,Williams,Bukvich,Star Wars,12,2-511,,,Manuscript,,,,
Marching Band,"Williams, H",Leonard,There'll be no teardrops tonight,8,2-254,,Pop,Leonard,,,,
Marching Band,"Williams, John",Nestico,Themes from Jazs 2,12,2-202,,,"Duchess Music Corp,",,,,
Marching Band,"Williams, M",Leonard,Classical Gas,10,2-417,,,,,,,
Marching Band,"Williams, Ralph",,Dawn of Destiny,Wksh 15,3-137,,Band & Chorus,Bourne,,,,
Marching Band,Wills,"Cacavas, John",San Antonio,9,2-335,,,Bourne,,,,
Marching Band,Willson,"Cacavas, John",You and I,9,2-329,,,Bourne,,,,
Marching Band,Willson,"Lang, Phillip",Seventy- six Trombones,10,2-342,,March,Frank,,,Bellis,Missing 12-81
Marching Band,"Willson, Meredith",Cacavas,America Calling,17,3-211,,Band & Satb Opt.,Bourne,,2 min,Full,
Marching Band,Wine-Gar,,Sousa Day March,7,2-130,,March,Fox,,,,
Marching Band,Winter,,"Trumpet Jets, The",16,3-148,,Trio,Bourne,,,,
Marching Band,Yoder,,Baton Ballet,10,2-356,,,Kjos,,,,
Marching Band,Yoder,,Firehouse special,9,2-301,,March Nov.,Kjos,,,,
Marching Band,Yoder,,Hail to the varsity,5,2-57,,Pep march,Rubank,,,,
Marching Band,Yoder,,Hello march,5,2-58,,March,Rubank,,,,"He's a Jolly Good fellow-how do you do Hail,Hail-whats the matter"
Marching Band,Yoder,,Skyways,7,2-125,,March,Kjos,,,,
Marching Band,Yoder,,South Cross,2,1-92,,Overture,Belwin,,,Cond,
Marching Band,Yoder,,Youth of america,7,2-159,,March,Kjos,,,,
Marching Band,Youmans,Yoder,Without a song,7,2-174,,Fox Trot,Miller,,,,
Marching Band,"Youmans, Vincent",Moffit,Tea for Twp,10,2-389,,,"Harms, Inc",,,Full,
Marching Band,Zamecnik,Heine,World Events,8,2-228,,,,,,,
Marching Band,Zamecnik,St. Clair,World Events,7,2-158,,March,Fox,,,,
Marching Band,,Arnold 7 lindsay,Dixeuland of parade,cab. 16,,,Pep band Folio,consolidated Music,,,,
Marching Band,,Auken,Bill Bailey,10,2-346,,Swing-march,Leonard,,,,
Marching Band,,"Auken, Van",Georgia camp Meeting,9,2-276,,Jazz march,Leonard,,,,
Marching Band,,"Barnes, Jim",ABC Monday Night Football,12,2-499,,,Warner Bros,,,,
Marching Band,,Beard,O.S.C. Medley,7,2-183,,College March,None,,,,
Marching Band,,"Beeler, Walter",All time hit Parader,Cabinet 16,,,Pep band Folio,Hansen,,,,
Marching Band,,Bellis,French Can-Can,8,2-245,,,MS,,,,
Marching Band,,Bellis,God of Our fathers,8,2-243,,,MS,,,,Not complete instrumentation
Marching Band,,Bellis,Hey Daddy,8,2-241,,,MS,,,,
Marching Band,,Bellis,Sweet Adeline,8,2-240,,,MS,,,,
Marching Band,,Bellstedt,Hail hail the gang's all here march,8,2-188,,,Fillmore,,,,
Marching Band,,Bellstedt,"Hail, Hail, the gang's all here",8,2-188,,,Fillmore,,,,
Marching Band,,"Bennett, David",Clarinet polka,1,1-18,,Folk tune-Novelty,Gamble-Hinged,,,,clarinet feature
Marching Band,,Benter,Parade Front,cab. 6,,,March folio,Remick,,,,
Marching Band,,"Bentz, J",Those Were the Days,12,467,,,,,,,
Marching Band,,Berger,Marching Saints,16,3-189,,studio Band,Summy,,,,
Marching Band,,Billingsley,Basin Street,9,2-306,,Field,MS,,,None,
Marching Band,,Billingsley,Chicago (and basin street),20,2-306,,Field,MS,,,,
Marching Band,,Billingsley,Come Fellows,8,2-247,,,,,,,Manuscripts masters
Marching Band,,Billingsley,Coming up roses,10,2-366,,Marching band folio,Ditto,,,,Jazz-show
Marching Band,,Billingsley,Dad Medley,9,2-314,,Football Show,,,,,
Marching Band,,Billingsley,Deep in the heart of texas (AM. The beautiful),9,2-283,,Marching band folio,MS,,,,
Marching Band,,Billingsley,Fly me to the moon,11,2-454,,,,,,,
Marching Band,,Billingsley,Frankie & Jonnie,9,2-295,,Field,MS,,,,
Marching Band,,Billingsley,Go vandals,8 &11,2-216 &2-487,,,,,,,Manuscript masters
Marching Band,,Billingsley,Here we have Idaho,8,2-215,,,,,,,Manuscript masters
Marching Band,,Billingsley,Hunting song- Pennies from heaven,9,2-261,,Football,MS,,,,
Marching Band,,Billingsley,Jingle bells,8,2-281,,,Manuscript,,,,
Marching Band,,Billingsley,Let me call you sweetheart,9,2-312,,Football show,,,,,
Marching Band,,Billingsley,Nobody Knows,9,2-281,,,Manuscript,,,,
Marching Band,,Billingsley,Off the Line,9,2-291,,,,,,,
Marching Band,,Billingsley,Olds 1988-Vulgar Egyptian,8,2-211,,Football,MS,,,,Missing 12-81
Marching Band,,Billingsley,Pennies from Heaven-hunting song,9,2-261,,Football,MS,,,,
Marching Band,,Billingsley,Seattle 1978,9,2-296,,,,,,,
Marching Band,,Billingsley,Silver & gold,8,2-214,,,,,,,Manuscript masters
Marching Band,,Billingsley,Tuxedo junction,9,2-267,,Football,MS,,,,
Marching Band,,Billingsley,Vandal Sweetheart,8,2-223,,,,,,,Manusicript masters
Marching Band,,Billingsley,Way Down Yonder,9,2-308,,Pop-field,MS,,,,
Marching Band,,Billingsley,We're Here to win,8,2-223,,,,,,,Manuscript masters
Marching Band,,Billingsley,Yellow Rose of Texas,10,2-266,,Football,MS,,,,
Marching Band,,Briegel,Annie Laurie (Three Scotish Airs),7,2-175,,,Briegel,,,,
Marching Band,,Briegel,Auld lang Syne (three scotish airs),7,2-175,,,Briegel,,,,
Marching Band,,Briegel,Loch Lomond (from three scotch airs),7,2-175,,,Briegel,,,,
Marching Band,,Briegel,Three Scotch Airs,7,2-175,,,Briegel,,,,
Marching Band,,Bukvich,April in Paris,9,2-343,,,,,,,
Marching Band,,Bukvich,Channel One Suite,9,2-278,,,,,,,
Marching Band,,Bukvich,Eleanor Rigby,10,2-361& 2-406,,,,,,,
Marching Band,,Bukvich,Feelings,10,2-381,,,,,,,
Marching Band,,Bukvich,Here we have Idaho,12,2-533,,,,,,,SATB & band (vocal pt. Incl.)
Marching Band,,Bukvich,Hers's A toast to Idaho,46,952,,Marching band,,,,,Photocopies
Marching Band,,Bukvich,O Canada,12,2-510,,,Manuscript,,,,
Marching Band,,Bukvich,Silver & gold Waltz,46,953,,Marching band,,,,No,Copies
Marching Band,,Bukvich,Smile,11,2-432,,,,,,,
Marching Band,,Bukvich,Those Were the Days,10,2-361,,,,,,,
Marching Band,,Bukvich,Trolley song,9,2-343,,,,,,,
Marching Band,,Bukvich,Turkeys on parade,9,2-338,,,,,,,
Marching Band,,Bukvich,Wizard of Oz,11,2-488,,,Manuscript,,,,
Marching Band,,Chenette,When You & I were young maggie,7,2-170,,,Rubank,,,,
Marching Band,,Cheyette,Silver Threads Among the gold,,,,,,,,,
Marching Band,,Cheyette,Silver Threads Among the gold,7,2-170,,,Rubank,,,,
Marching Band,,Cheyette,Swansea Twon,6,2-120,,March,Paull Pioneer,,,,Based on Eng. Sea Chantey
Marching Band,,Christensen,Strike up the band,11,2-406,,,MS,,,,
Marching Band,,Christensen,West Side Story Ending,11,2-425,,,,,,,
Marching Band,,Edstrom,High society,9,2-345,,Swing-march,Leonard,,,,
Marching Band,,Erickson,Walt Disney Overture,17,3-224,,,Bourne,,7:00,,
Marching Band,,Fillmore,America & Taps,8,2-196,,Partriotic,Fillmore,,,,Trumpeting Arr. Taps Harmonized
Marching Band,,Fillmore,Taps (harmonized),8,2-196,,,Fillmore Music House,,,,
Marching Band,,"Goldman, Edwin",Alouette,5,2-2,,Folk tune/ march,Fischer,,,,
Marching Band,,Gordon,Three Modern Chorales,Wksh 14,3-93,,,Bourne,,,Full,"Wagner, Brahms, franck"
Marching Band,,Gulhargen,Pregame 1976,9,2-288,,,,,,,
Marching Band,,Gulhargen,You are the sunshine of my life,9,2-286,,,,,,,
Marching Band,,Gulhargen Chris,Down to the Mightclub,9,2-285,,,Manuscript,,,,Manuscript masters olny
Marching Band,,Hathaway,Quickstep Rhythms,Cab. 13,,,Pep band Folio,Robbins Music,,,,
Marching Band,,Hathaway,Romance n' Rhythm,cab. 15,,,Pep band Folio,Bourne,,,,
Marching Band,,Heine,Auld Lang Syne (Homecoming Medley),8,2-223,,,Fox,,,,
Marching Band,,Heine,Bury Me Not on the Lone Prairie (Cowboy Medley),8,2-228,,,Fox,,,,
Marching Band,,Heine,Coyboy Medley,8,2-228,,Football,Fox,,,,
Marching Band,,Heine,"Hail,Hail, the gang's all here (homecoming Medley)",8,2-223,,,Fox,,,,
Marching Band,,Heine,Home on the range (cowboy medley),8,2-228,,,Fox,,,,
Marching Band,,Heine,Homecoming Day Medley,8,2-223,,Football,Fox,,,,
Marching Band,,Heine,Little Brown Jug,8,2-224,,,Fox,,,,
Marching Band,,Heine,Red River Valley,8,2-228,,,Fox,,,,
Marching Band,,Heine,Reuben & Rachel,8,2-224,,,Fox,,,,
Marching Band,,Heine,She'll Be comin' around the mountain,8,2-228,,,Fox,,,,
Marching Band,,Heine,Square dance Medley,8,2-224,,Football,Fox,,,,Semper paratus reverse side
Marching Band,,Heine,Turkey in the stew,8,2-224,,,Fox,,,,
Marching Band,,"Henneman, H.",American Fice,Caninet 18,,,Pep band Folio,Belwin,,,,
Marching Band,,Herbert,The Blue Trail Fly,1,1-11,,Novelty,Belwin,,,cond.,
Marching Band,,Herfurth,Skip to My lou,Wksh 15,3-138,,Folk Tune Novelty,Bourne,,,Full,
Marching Band,,Hill,Charles Lee hill's band foloi,cab. 13,,,Pep band Folio,Southern Music,,,,
Marching Band,,Hill,When johnny Comes marching home,11,2-476,,,,,,,
Marching Band,,Johnson,Dagger Dance,8,2-236,,,MS,,,,Manuscript masters
Marching Band,,Johnson,Famer in the Dell(Hi meighbor),8,2-226,,,MS,,,,
Marching Band,,Johnson,Golden Slippers,8,2-237,,Pep band,MS,,,,and manuscript masters
Marching Band,,Johnson,Hi Neighbor,8,2-226,,,MS,,,,& manuscript masters
Marching Band,,Johnson,Rockin' Chiar,8,2-237,,,MS,,,,& manuscript masters
Marching Band,,Johnson,WSC ? (in minor),8,2-229,,,MS,,,,
Marching Band,,Laas,Swintime Bandette Folio,cab 1,,,Pep band Folio,Belwin,,,,
Marching Band,,"Laas, B",50 chorales for band,cab 20,,,Chorale folio,Belwin,,,,
Marching Band,,"Laas, B",Christmas Parade March,9,2-309,,,,,,,
Marching Band,,Lake,"Hail, Hail, the gang's all here",8,2-189,,March,Fischer,,,,
Marching Band,,Lang,Dixieland band book,cab. 1,,,Pep Band Folio,Melrose Music,,,,
Marching Band,,Lee,Sing along show,9,2-310,,Football show,Leonard,,,,
Marching Band,,Leonard,Beautiful brown eyes,8,2-210,,Pop,Leonard,,,,
Marching Band,,Leonard,Ss-Boom,9,2-258,,Pop,Leonard,,,,
Marching Band,,Lobitz,Lassus Trombone,9,2-319,,,,,,,
Marching Band,,MacDermot/Norman,Hair Medley,11,2-477,,,,,,,
Marching Band,,McLeod,america (American Flag Parade),8,2-193 & 2-203,,Patriotic,Schmitt,,,,
Marching Band,,McLeod,American Flag Paradde,8,2-193 & 2-203,,Patriotic,Schmitt,,,,Fanfare- America- SPB in Ab - tp Colorado
Marching Band,,McLeod,Billy Boy (gay Ninety Revue),8,2-200,,,Schmitt,,,,
Marching Band,,McLeod,Clementine (Gay Ninety Revue),16,2-200,,,Schmitt,,,,
Marching Band,,McLeod,Daisey Bell (Gay Ninety Revue),8,2-200,,,Schmitt,,,,
Marching Band,,Mcleod,Downbeat march,5,2-37,,March,Broadcast,,,,
Marching Band,,McLeod,Doxology (unlce sam in review0,8,2-202,,,Schmitt,,,,
Marching Band,,McLeod,Farmer in the Dell (down on the farm),8,2-201,,,Schmitt,,,,
Marching Band,,McLeod,"From Medley""Man on the Flying Trapeze""",8,2-200,,,Schmitt,,,,
Marching Band,,Mcleod,"Girl I left behind me, the",8,2-202,,,Schmitt,,,,
Marching Band,,McLeod,God of Our fathers,8,2-202,,,Schmitt,,,,
Marching Band,,McLeod,Hand me down my walkin' Cane (Gay ninety revue),8,2-200,,,Schmitt,,,,
Marching Band,,McLeod,"Happy farmer, the",8,2-201,,,Schmitt,,,,
Marching Band,,McLeod,Indian PowWow,8,2-202,,,Schmitt,,,,
Marching Band,,McLeod,Irish Washer woman (down on the farm),8,2-201,,,Schmitt,,,,
Marching Band,,McLeod,Little annie rooney,8,2-200,,,Schmitt,,,,
Marching Band,,McLeod,Old Grey Mare,8,2-201,,,Schmitt,,,,
Marching Band,,McLeod,Old MacDonald Had a Farm,8,2-201,,,Schmitt,,,,
Marching Band,,McLeod,"Reuben, Reuben",8,2-201,,,Schmitt,,,,
Marching Band,,McLeod,She'll Be comin' around the mountain,8,2-201,,,Schmitt,,,,
Marching Band,,McLeod,tavern in the Townfrom (gay Ninety revue),8,2-200,,,Schmitt,,,,
Marching Band,,McLeod,To the Colors,16   8,2-193 - 2-203,,bugle call-Harm,Schmitt,,,,
Marching Band,,McLeod,Turkey in the stew,8,2-201,,,Schmitt,,,,
Marching Band,,McLeod,Where has my little dog gone,8,2-201,,,Schmitt,,,,
Marching Band,,McLeon,"Band Played on, the (Gay ninety revue)",8,2-200,,,Schmitt,,,,
Marching Band,,Moffit,Can-Can,9,2-305,,,,,,,
Marching Band,,Moffit,Ezekiel,10,2-375,,,Hal Leonard,,,Full,
Marching Band,,Moffit,Joshua,10,2-362,,Jazz spiritual,Leonard,,1.5 min,Full,
Marching Band,,Moffit,Latin Prelude,10,2-364,,,Leonard,,,Full,
Marching Band,,Moffit,Saints in concert,10,2-363,,,,,,,
Marching Band,,Moffit,Show Fanfares,10,2-376,,,Leonard,,,Full,
Marching Band,,Moffit,Swing Low Sweet Chariot,10,2-377,,,Leonard,,,Full,
Marching Band,,Norman,Abanda,11,2-428,,,,,,,
Marching Band,,Norman,Beginnings,11,2-429,,,,,,,
Marching Band,,Norman,Brotherhood of man,11,2-453,,,,,,,
Marching Band,,Norman,Chattanooga Choo Choo,11,2-486,,,,,,,
Marching Band,,Norman,Chove Chuva,10,2-409,,,,,,,
Marching Band,,Norman,Close to you,10,2-383,,,,,,,
Marching Band,,Norman,Fanfare,11,2-433,,,,,,,
Marching Band,,Norman,Goin' out of my head,11,2-451,,,,,,,
Marching Band,,Norman,How the west was won,11,2-452,,,,,,,
Marching Band,,Norman,MacArthur Park,12,2-507,,,Manuscript,,,,
Marching Band,,Norman,Manon Les count fanfare & Aida,11,2-430,,,,,,,
Marching Band,,Norman,Promises/I say a prayer,11,2-484,,,,,,,
Marching Band,,Norman,Raindrops,11,2-481,,,,,,,
Marching Band,,Norman,The look for love,11,2-458,,,,,,,
Marching Band,,Norman,"Up, Up & away medley",11,2-423,,,,,,,
Marching Band,,Norman,Variations on a theme,11,2-431,,,,,,,
Marching Band,,Norman,Various Arrangements #1,12,2-512 - 2-526,,,,,,,15 marching band arrangments by Ken Norman in blue folder
Marching Band,,Norman,Various Arrangements #2,12,2-527 - 2-529,,,,,,,3 marching band arran. By k. Norman in black folder
Marching Band,,Norman,Yesterdays,11,2-457,,,,,,,
Marching Band,,Ostling,Fastime Bandette Folio,Cab. 12,,,Pep band Folio,Belwin,,,,
Marching Band,,Ostling,Marchtime bandette Folio,Cab.8,,,Pep band Folio,Belwin,,,,
Marching Band,,ostling,Pageantime Bandette Folio,cab. 17,,,Pep band Folio,Belwin,,,,
Marching Band,,Ostling,Peptime Bandette Folio,cab. 5,,,Pep band Folio,Belwin,,,,
Marching Band,,Ostling,Routine-Ettes,cab. 18,,,Marching routines,Belwin,,,,
Marching Band,,Ostling,Sportime Bandette Folio,Cab 4,,,Pep band Folio,Belwin,,,,
Marching Band,,Ostling,streetime Bandette Folio,cab 14,,,Pep band Folio,Belwin,,,,
Marching Band,,Ostling & Cuthbert,Stuntime Bandette Folio,cab 2,,,Pep band Folio,Belwin,,,,Score w/ 1/2 time shows
Marching Band,,"Ostling, Acton",Thirty-Three Famous March Trios,Cab 4,,,Pep band Folio,Belwin,,,,
Marching Band,,"Ostling, acton",Twenty-Nine More March trios,Cab 11,,,Pep band Folio,Belwin,,,,
Marching Band,,"Parker, R",Barefootin,,leonard,,10,2-418,,,,
Marching Band,,Plumb,Dry Bones,8,2-239,,,MS,,,,
Marching Band,,"Richard, Frank","Lighter Side of Christmas, The",16,3-196,,Workshop,Hill & Range Songs,,,,
Marching Band,,Sanders,America the beautiful,5,2-3,,,,,,,
Marching Band,,Sanders,With the marines,5,2-3,,Patriotic,Ascher,,,,
Marching Band,,Sousa,Atlantic City Pageant,8,2-249,,march,Fox,,,,Army ROTC
Marching Band,,Vanfre & Lesinsky,Restin' on the old camp tunes,cab. 2,,,Rhythm,Gamble-Hinged,,,,
Marching Band,,Wellsandt,Ch:1968 (tension) Pt. II-V,11,2-489,,,,,,,
Marching Band,,Wellsandt,Everbody's talkin' / man vs man,9,2-316,,,,,,,
Marching Band,,Wellsandt,I can't Quit her,11,2-490,,,,,,,
Marching Band,,Wellsandt,Janacek opener & fanale,9,2-315,,,,,,,
Marching Band,,Wellsandt,Tommy Overture,11,2-483,,,,,,,
Marching Band,,"Werle, Floyd",Walt Disney band Showcase,17,3-237,,Workshop,Bourne,,,Cond,
Marching Band,,Wm. Billingsley,Antiphonal fanfare No. 1,10,2-354,,Fanfare,,,,,
Marching Band,,Yoder,A Frangesa (The old Army Game),6,2-101,,March,Rubank,,,,
Marching Band,,Yoder,America Swings, Caninet 3,,,"Feist, Leo",Pep Band Folio,,,,
Marching Band,,Yoder,Band - Shows #1,cab. 19,,,Marching band folio,Neila Kjus,,,,
Marching Band,,Yoder,Battle Hymn of the Republic (American melodies),5,2-4,,,Rubank,,,,
Marching Band,,Yoder,College songs for school bands,cab.21,,,Pep band Folio,Melrose Music,,,,
Marching Band,,Yoder,"Hail, hail, the gang's all here (hello march)",5,2-58,,,Rubank,,,,
Marching Band,,Yoder,He's a jolly Good Fellow (hello march),5,2-58,,,Rubank,,,,
Marching Band,,Yoder,Hinky Dinky,6,2-101,,March,Rubank,,,,
Marching Band,,Yoder,How do you do (hello march),5,2-58,,,Rubank,,,,
Marching Band,,Yoder,Old Army Game,6,2-101,,March Medley,Rubank,,,,Hinky Dinky-You're in the army now-'A frangesa
Marching Band,,Yoder,Schnitzelbank,7,2-180,,,Feist,,,,
Marching Band,,Yoder,Tiger rag,8,2-206,,Dixie,Feist,,,,
Marching Band,,Yoder,What's the matter,5,2-58,,,Rubank,,,,
Marching Band,,Yoder,When johnny Comes marching home,5,2-4,,,Rubank,,,,
Marching Band,,Yoder,Whiffenproff Song,7,2-163,,,Miller,,,,
Marching Band,,Yoder,Yankee Doodle,5,2-4,,,Rubank,,,,
Marching Band,,Yoder,You're in the army now,6,2-101,,March,Rubank,,,,
Marching Band,,,Bandmaster's folio of college marches,cabinet-10,,,March folio,Melrose Music,,,,
Marching Band,,,For he's a jolly good fellow,9,2-312,,Football show,,,,,
Marching Band,,,"Growl, Bengals Growl",4,1-154,,,,,,,Z envelopes (brass/winds) with same #
Marching Band,,,Old Ark's A Movin,8,2-235,,,MS,,,,
Marching Band,,,Soloman Levi,7,2-185,,march,,,,,
